序號,餐廳編號,餐廳名稱,餐點編號,菜牌編號,餐點名稱,英文名稱,據點,建檔日期
486,HBW,漢堡王,69SKJGRS,HBW-69SKJGRS,鱈魚堡小薯中可,Cod Fish Burger with Small Fries and Medium Drink,聯發科行善,2025-03-21 12:23:37
487,QBJKC,喬比健康廚房,14GBJJEK,QBJKC-14GBJJEK,椒鹽巴沙魚飯,Salt and Pepper Basa Fish Rice,聯發科行善,2025-03-21 12:23:37
488,YGCF,陽光廚房,63EXSHMF,YGCF-63EXSHMF,鮮味蝦捲飯,Fresh Shrimp Roll Rice,聯發科行善,2024-12-25 14:56:29
489,YGCF,陽光廚房,45QGSVDA,YGCF-45QGSVDA,黃金脆皮雞腿飯,Golden Crispy Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
490,GLHZ,給力盒子,38YBAZOT,GLHZ-38YBAZOT,川味椒麻烤雞胸,Sichuan Pepper Roasted Chicken Breast,聯發科行善,2024-12-10 12:14:49
491,DZFSC,大丈夫手創餐盒,91HAIMMZ,DZFSC-91HAIMMZ,天麻三杯雞飯,Gastrodia Three Cup Chicken Rice,聯發科行善,2025-03-21 12:23:37
492,DZFSC,大丈夫手創餐盒,51JPDMBL,DZFSC-51JPDMBL,奶奶的紅燒肉飯,Grandma's Braised Pork Rice,聯發科行善,2025-03-21 12:23:37
493,DZFSC,大丈夫手創餐盒,34AAOIFS,DZFSC-34AAOIFS,家常紅燒魚飯,Homemade Braised Fish Rice,聯發科行善,2025-03-21 12:23:37
494,DZFSC,大丈夫手創餐盒,17BKXZKV,DZFSC-17BKXZKV,粵味黑椒牛肉飯,Cantonese Style Black Pepper Beef Rice,聯發科行善,2025-03-21 12:23:37
495,DZFSC,大丈夫手創餐盒,61RUPHPE,DZFSC-61RUPHPE,粵味黑椒豬肉飯,Cantonese Black Pepper Pork Rice,聯發科行善,2025-03-21 12:23:37
496,QJTJR,奇雞土雞肉飯,11AUFNPW,QJTJR-11AUFNPW,輕量版土雞肉蛋餐,Lightweight Native Chicken and Egg Meal,聯發科行善,2025-03-21 12:23:37
497,QJTJR,奇雞土雞肉飯,24ATRRNF,QJTJR-24ATRRNF,義式舒肥嫰雞餐,Italian Sous Vide Tender Chicken Meal,聯發科行善,2025-03-21 12:23:37
498,QJTJR,奇雞土雞肉飯,20TDTRMK,QJTJR-20TDTRMK,冠軍增量土雞丁餐盒,Champion Extra Native Chicken Dice Bento,聯發科行善,2025-03-21 12:23:37
499,QJTJR,奇雞土雞肉飯,79MPELNP,QJTJR-79MPELNP,蔥燒骨仔肉餐,Scallion Braised Pork Rib Meal,聯發科行善,2025-03-21 12:23:37
500,CY,初越,68ZCZOTH,CY-68ZCZOTH,熟牛肉河粉,Cooked Beef Pho,聯發科行善,2025-03-21 12:23:37
501,CY,初越,51XMYYRK,CY-51XMYYRK,香茅烤豬肉米線,Lemongrass Grilled Pork Rice Noodles,聯發科行善,2025-03-21 12:23:37
502,CY,初越,02AOZWZB,CY-02AOZWZB,香茅烤牛肉米線,Lemongrass Grilled Beef Rice Noodles,聯發科行善,2025-03-21 12:23:37
503,CY,初越,03PZYTOM,CY-03PZYTOM,香茅烤牛肉飯,Lemongrass Grilled Beef Rice,聯發科行善,2025-03-21 12:23:37
504,CY,初越,66WTGTSB,CY-66WTGTSB,香茅烤豬排飯,Lemongrass Grilled Pork Chop Rice,聯發科行善,2025-03-21 12:23:37
505,YST,御食堂,03DNEWMT,YST-03DNEWMT,脆皮蝦捲飯,Crispy Shrimp Roll Rice,聯發科行善,2025-03-21 12:23:37
506,YST,御食堂,03NDBMDR,YST-03NDBMDR,滷腿庫飯,Braised Pork Leg Rice,聯發科行善,2025-03-21 12:23:37
507,YST,御食堂,32EHCYFZ,YST-32EHCYFZ,排骨飯,Pork Chop Rice,聯發科行善,2025-03-21 12:23:37
508,YST,御食堂,27DEMDYC,YST-27DEMDYC,蔥爆牛肉飯,Scallion Stir-fried Beef Rice,聯發科行善,2025-03-21 12:23:37
509,MAKOT,MAKOTO,16UXJPRF,MAKOT-16UXJPRF,招牌牛丼,Signature Beef Donburi,聯發科行善,2025-03-21 12:23:37
510,MAKOT,MAKOTO,31YDVILF,MAKOT-31YDVILF,泡菜溫泉玉子豚丼,Kimchi Onsen Egg Pork Donburi,聯發科行善,2025-03-21 12:23:37
511,MAKOT,MAKOTO,28XCVPTY,MAKOT-28XCVPTY,滑蛋豚丼,Scrambled Egg Pork Donburi,聯發科行善,2025-03-21 12:23:37
512,MAKOT,MAKOTO,18GQZHQE,MAKOT-18GQZHQE,醬燒雞肉便當,Soy Sauce Grilled Chicken Bento,聯發科行善,2025-03-21 12:23:37
513,DZFSC,大丈夫手創餐盒,68YHLYXX,DZFSC-68YHLYXX,澄香京都豬小排飯,Orange Fragrance Kyoto Pork Ribs Rice,聯發科行善,2025-03-21 12:23:37
514,LHJCH,李鴻記餐盒,28WNQSWQ,LHJCH-28WNQSWQ,椒鹽嫩煎雞胸無飯高纖餐,Salt and Pepper Grilled Chicken Breast High Fiber Meal - No Rice,聯發科行善,2025-03-21 12:23:37
515,DWJKC,大王健康餐盒,84PAVKKD,DWJKC-84PAVKKD,花雕醉雞,Hua Diao Drunken Chicken,聯發科行善,2025-01-14 12:04:52
516,TTKRF,天天烤肉飯,34HMZICH,TTKRF-34HMZICH,壽喜牛五花,Sukiyaki Beef Belly,聯發科行善,2025-03-21 12:23:37
517,TTKRF,天天烤肉飯,88MVTLLE,TTKRF-88MVTLLE,蜜烤雞腿排,Honey Roasted Chicken Thigh,聯發科行善,2025-03-21 12:23:37
518,LSH,梁社漢,39ZQQTJR,LSH-39ZQQTJR,味噌湯,Miso Soup,聯發科行善,2025-03-21 12:23:37
519,KFC,KFC,88ZQIQNV,KFC-88ZQIQNV,花生熔岩卡啦雞腿堡 經典可樂,Peanut Lava Karaage Chicken Thigh Burger with Classic Coke,聯發科行善,2025-03-21 12:23:37
520,KFC,KFC,79OTDLRD,KFC-79OTDLRD,青花椒香麻脆雞 經典餐可樂,Green Peppercorn Spicy Crispy Chicken with Classic Meal Coke,聯發科行善,2025-03-21 12:23:37
521,KFC,KFC,38FHWYEM,KFC-38FHWYEM,吮指雙雞經典可樂,Finger-licking Double Chicken with Classic Coke,聯發科行善,2025-03-21 12:23:37
522,KFC,KFC,90YQZMNT,KFC-90YQZMNT,紐奧良烤雞腿堡 經典餐 可樂,New Orleans Grilled Chicken Thigh Burger with Classic Meal Coke,聯發科行善,2025-03-21 12:23:37
523,KFC,KFC,79DWYEOX,KFC-79DWYEOX,義式香草紙包雞飯經典可樂,Italian Herb Wrapped Chicken Rice with Classic Coke,聯發科行善,2025-03-21 12:23:37
524,HXZ,鬍鬚張,76KIYQME,HXZ-76KIYQME,香酥炸雞便當,Crispy Fried Chicken Bento,聯發科行善,2024-12-30 14:54:56
525,SJBD,食吉便當,45KEWLNH,SJBD-45KEWLNH,藤椒麻辣雞胸-無飯,Sichuan Pepper Spicy Chicken Breast - No Rice,聯發科行善,2025-03-21 12:23:37
526,SJBD,食吉便當,44QBTYRJ,SJBD-44QBTYRJ,義式香料豬排,Italian Herb Pork Chop,聯發科行善,2025-03-21 12:23:37
527,YPJXX,一品金仙蝦捲飯,25DQOYFB,YPJXX-25DQOYFB,蝦捲飯,Shrimp Roll Rice,聯發科行善,2024-12-25 14:56:29
528,YPJXX,一品金仙蝦捲飯,55IUSKPB,YPJXX-55IUSKPB,炸雞腿飯,Fried Chicken Leg Rice,聯發科行善,2024-12-25 14:56:29
529,YPJXX,一品金仙蝦捲飯,58CRCUZS,YPJXX-58CRCUZS,鱈魚飯,Cod Fish Rice,聯發科行善,2024-12-25 14:56:29
530,YPJXX,一品金仙蝦捲飯,21MSYPUX,YPJXX-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發科行善,2024-12-25 14:56:29
531,ZJL,豬腳蓮,21MSYPUX,ZJL-21MSYPUX,滷排骨飯,Braised Pork Chop Rice,聯發科行善,2024-12-10 12:14:49
532,TTKRF,天天烤肉飯,92GHUDZM,TTKRF-92GHUDZM,香滷腿排飯,Fragrant Braised Pork Chop Rice,聯發科行善,2025-03-21 12:23:37
533,MMNN,貓咪奶奶,51CAQKRK,MMNN-51CAQKRK,炙燒舒肥雞胸餐盒-無飯,Grilled Sous Vide Chicken Breast Bento - No Rice,聯發科行善,2025-03-21 12:23:37
534,MMNN,貓咪奶奶,24ZNGDMR,MMNN-24ZNGDMR,日式胡麻冷豆腐貓(蛋奶素),Japanese Sesame Cold Tofu Cat (Lacto-ovo Vegetarian),聯發科行善,2025-03-21 12:23:37
535,QBJKC,喬比健康廚房,22YGNVQR,QBJKC-22YGNVQR,檸檬雞腿肉飯,Lemon Chicken Thigh Rice,聯發科行善,2025-03-21 12:23:37
536,QJTJR,奇雞土雞肉飯,71JYJTOY,QJTJR-71JYJTOY,蒜香奶油蛤蛤餐盒,Garlic Butter Clam Bento,聯發科行善,2025-03-21 12:23:37
537,QJTJR,奇雞土雞肉飯,80FBYAIC,QJTJR-80FBYAIC,養身烏骨鷄餐,Health Black-bone Chicken Meal,聯發科行善,2025-03-21 12:23:37
538,YST,御食堂,34LDCHNX,YST-34LDCHNX,鱈魚排飯,Cod Fish Fillet Rice,聯發科行善,2025-03-21 12:23:37
539,YPJXX,一品金仙蝦捲飯,08HDYORJ,YPJXX-08HDYORJ,卡啦香雞排飯,Crispy Chicken Cutlet Rice,聯發科行善,2024-12-25 14:56:29
540,LYSJK,路易莎健康餐,84SMLAMG,LYSJK-84SMLAMG,雞胸長好肌飯-無飯,Chicken Breast Muscle Building Meal - No Rice,聯發科行善,2025-04-21 09:58:44
541,LYSJK,路易莎健康餐,16FGSSRU,LYSJK-16FGSSRU,打拋好好雞飯,Thai Basil Chicken Rice,聯發科行善,2025-04-21 09:58:44
542,LYSJK,路易莎健康餐,54XQYBVK,LYSJK-54XQYBVK,味噌真好豬飯,Miso Good Pork Rice,聯發科行善,2025-04-21 09:58:44
543,LYSJK,路易莎健康餐,15FUDWVC,LYSJK-15FUDWVC,雞腿好棒棒飯,Chicken Thigh Deluxe Rice,聯發科行善,2025-04-21 09:58:44
544,LYSJK,路易莎健康餐,79NVRZKZ,LYSJK-79NVRZKZ,照燒魚兒游飯,Teriyaki Fish Rice,聯發科行善,2025-04-21 09:58:44
545,LYSJK,路易莎健康餐,27UEWAES,LYSJK-27UEWAES,菜多好纖細飯(蛋素),Veggie Fiber Rice (Egg Vegetarian),聯發科行善,2025-04-21 09:58:44
546,LJHNJ,林記海南雞便當,35EGFASQ,LJHNJ-35EGFASQ,鐵板牛柳飯,Teppanyaki Beef Tenderloin Rice,聯發科行善,2025-04-21 09:58:44
547,LJHNJ,林記海南雞便當,15MYNKJD,LJHNJ-15MYNKJD,鐵板豬柳飯,Teppanyaki Pork Tenderloin Rice,聯發科行善,2025-04-21 09:58:44
548,BSK,必勝客,39UIPIML,BSK-39UIPIML,起司被被薯金幣個人披薩(素)原萃無糖綠茶,Cheese Potato Coin Personal Pizza (Vegetarian) with Sugar-free Green Tea,聯發科行善,2025-04-21 09:58:44
549,DBHZ,蛋白盒子,47QWEJRN,DBHZ-47QWEJRN,香煎雞胸餐盒-無飯,Pan-fried Chicken Breast Meal Box - No Rice,聯發科行善,2025-04-21 09:58:44
550,DBHZ,蛋白盒子,06AFECJR,DBHZ-06AFECJR,青花椒雞腿排餐盒,Green Sichuan Pepper Chicken Thigh Meal Box,聯發科行善,2025-04-21 09:58:44
551,DBHZ,蛋白盒子,05RFPAGK,DBHZ-05RFPAGK,打拋豬餐盒,Thai Basil Minced Pork Meal Box,聯發科行善,2025-04-21 09:58:44
552,DBHZ,蛋白盒子,85RHXKVD,DBHZ-85RHXKVD,壽喜牛五花餐盒,Sukiyaki Beef Belly Meal Box,聯發科行善,2025-04-21 09:58:44
553,DBHZ,蛋白盒子,74JDHROF,DBHZ-74JDHROF,減鹽味噌烤鱸魚餐盒,Reduced Salt Miso Grilled Sea Bass Meal Box,聯發科行善,2025-04-21 09:58:44
554,DBHZ,蛋白盒子,55NPFEEB,DBHZ-55NPFEEB,素排骨餐盒,Vegetarian Ribs Meal Box,聯發科行善,2025-04-21 09:58:44
555,YST,御食堂,68BRYEUQ,YST-68BRYEUQ,三杯雞飯,Three Cup Chicken Rice,聯發科行善,2025-04-21 09:58:44
556,QBJKC,喬比健康廚房,94LBJWPP,QBJKC-94LBJWPP,蔬食餐盒(全素),Vegetable Meal Box (Vegan),聯發科行善,2025-04-21 09:58:44
557,QJTJR,奇雞土雞肉飯,06KDRESV,QJTJR-06KDRESV,招牌冠軍土雞肉餐盒,Signature Champion Free-range Chicken Meal Box,聯發科行善,2025-04-21 09:58:44
558,QJTJR,奇雞土雞肉飯,04ZZGPWR,QJTJR-04ZZGPWR,土雞雞丁腿排餐,Free-range Chicken Fillet and Thigh Meal,聯發科行善,2025-04-21 09:58:44
559,QJTJR,奇雞土雞肉飯,09FUCUEV,QJTJR-09FUCUEV,土雞丸子雞湯,Free-range Chicken Meatball Soup,聯發科行善,2025-04-21 09:58:44
560,KDJ,肯德基,91FJASFI,KDJ-91FJASFI,卡啦雞腿堡 經典餐可樂,Crispy Chicken Thigh Burger Classic Meal with Coke,聯發科行善,2025-04-21 09:58:44
561,KDJ,肯德基,05NDQFAB,KDJ-05NDQFAB,義式香草紙包雞B雞汁飯餐,Italian Herb Paper-Wrapped Chicken B with Chicken Gravy Rice Meal,聯發科行善,2025-04-21 09:58:44
562,KDJ,肯德基,70DYJLBB,KDJ-70DYJLBB,青花椒香麻卡啦雞腿堡經典餐可樂,Green Sichuan Pepper Crispy Chicken Thigh Burger Classic Meal with Coke,聯發科行善,2025-04-21 09:58:44
563,KDJ,肯德基,38FHWYEM,KDJ-38FHWYEM,吮指雙雞經典可樂,Finger Lickin' Double Chicken Classic Coke,聯發科行善,2025-04-21 09:58:44
564,KDJ,肯德基,90YQZMNT,KDJ-90YQZMNT,紐奧良烤雞腿堡 經典餐 可樂,New Orleans Grilled Chicken Thigh Burger Classic Meal with Coke,聯發科行善,2025-04-21 09:58:44
565,XYKRF,鑫野烤肉飯,61NSCMXV,XYKRF-61NSCMXV,招牌烤肉飯,Signature BBQ Rice,聯發科行善,2025-04-21 09:58:44
566,XYKRF,鑫野烤肉飯,27NJSOEX,XYKRF-27NJSOEX,雙醬炸豬排飯,Double Sauce Fried Pork Chop Rice,聯發科行善,2025-04-21 09:58:44
567,XYKRF,鑫野烤肉飯,45YNFJEY,XYKRF-45YNFJEY,台式椒麻雞飯,Taiwanese Sichuan Pepper Chicken Rice,聯發科行善,2025-04-21 09:58:44
568,XYKRF,鑫野烤肉飯,34HMZICH,XYKRF-34HMZICH,壽喜牛五花,Sukiyaki Beef Belly,聯發科行善,2025-04-21 09:58:44
569,XYKRF,鑫野烤肉飯,88MVTLLE,XYKRF-88MVTLLE,蜜烤雞腿排,Honey Grilled Chicken Thigh,聯發科行善,2025-04-21 09:58:44
570,MAKOT,MAKOTO,44UXBQOM,MAKOT-44UXBQOM,薑燒豚肉便當,Ginger Pork Bento,聯發科行善,2025-04-21 09:58:44
571,MAKOT,MAKOTO,14RBCLSN,MAKOT-14RBCLSN,雙色起士豚丼,Dual Cheese Pork Rice Bowl,聯發科行善,2025-04-21 09:58:44
572,MAKOT,MAKOTO,90PXLFFU,MAKOT-90PXLFFU,鮮蔬野菇咖哩飯,Fresh Vegetable Wild Mushroom Curry Rice,聯發科行善,2025-04-21 09:58:44
573,DWJKC,大王健康餐盒,27CGBDXI,DWJKC-27CGBDXI,打拋雞胸-無飯,Thai Basil Chicken Breast - No Rice,聯發科行善,2025-04-21 09:58:44
574,DWJKC,大王健康餐盒,53QMFUMN,DWJKC-53QMFUMN,蔥鹽雞胸,Green Onion Salt Chicken Breast,聯發科行善,2025-04-21 09:58:44
575,HFKY,伙房烤魚,71MTGYKJ,HFKY-71MTGYKJ,三杯雞肉飯,Three Cup Chicken Rice,聯發科行善,2025-04-21 09:58:44
576,HFKY,伙房烤魚,75NENHQE,HFKY-75NENHQE,沙茶豬肉飯,Satay Pork Rice,聯發科行善,2025-04-21 09:58:44
577,HFKY,伙房烤魚,49DSLRCA,HFKY-49DSLRCA,醬燒排骨飯,Braised Pork Ribs Rice,聯發科行善,2025-04-21 09:58:44
578,HFKY,伙房烤魚,80PYDJWM,HFKY-80PYDJWM,塔香魚排飯,Basil Fish Fillet Rice,聯發科行善,2025-04-21 09:58:44
579,WWTYF,味屋饕一番,77MGTTCH,WWTYF-77MGTTCH,日式醬烤雞腿餐盒,Japanese Sauce Grilled Chicken Thigh Meal Box,聯發科行善,2025-04-21 09:58:44
580,WWTYF,味屋饕一番,49CFAZGZ,WWTYF-49CFAZGZ,洋蔥牛五花肉餐盒,Onion Beef Belly Meal Box,聯發科行善,2025-04-21 09:58:44
581,WWTYF,味屋饕一番,06ASJEHW,WWTYF-06ASJEHW,薑燒豬五花肉餐盒,Ginger Pork Belly Meal Box,聯發科行善,2025-04-21 09:58:44
582,WWTYF,味屋饕一番,30FFINCL,WWTYF-30FFINCL,薑汁雞胸燒肉餐盒,Ginger Chicken Breast and BBQ Pork Meal Box,聯發科行善,2025-04-21 09:58:44
583,WWTYF,味屋饕一番,45HFKHKS,WWTYF-45HFKHKS,日式鹽烤鯖魚餐盒,Japanese Salt-Grilled Mackerel Meal Box,聯發科行善,2025-04-21 09:58:44
584,WWTYF,味屋饕一番,23ECBPSD,WWTYF-23ECBPSD,香梗醬爆豆福餐盒(蛋奶素),Fragrant Stem Sauce Tofu Meal Box (Vegetarian with Egg and Dairy),聯發科行善,2025-04-21 09:58:44
585,MSHB,摩斯漢堡,32JZAGBX,MSHB-32JZAGBX,摩斯蜜汁烤雞堡紅茶,MOS Honey Grilled Chicken Burger with Black Tea,聯發科行善,2025-04-21 09:58:44
587,LYSJK,路易莎健康餐,65NFXCVI,LYSJK-65NFXCVI,打拋好好豬飯,Thai Basil Pork Rice,聯發科行善,2025-04-21 09:58:44
588,LYSJK,路易莎健康餐,48CFNCPL,LYSJK-48CFNCPL,照燒好吃雞飯,Teriyaki Delicious Chicken Rice,聯發科行善,2025-04-21 09:58:44
590,LYSJK,路易莎健康餐,43PFZMIV,LYSJK-43PFZMIV,好下飯川味牛腩飯,Savory Sichuan Beef Brisket Rice,聯發科行善,2025-04-21 09:58:44
591,LYSJK,路易莎健康餐,73HTBYTC,LYSJK-73HTBYTC,不素小肉丸飯(蛋素),Vegetarian Meatball Rice (Egg Vegetarian),聯發科行善,2025-04-21 09:58:44
592,DZFSC,大丈夫手創餐盒,27IKXASA,DZFSC-27IKXASA,油淋清蒸魚飯,Oil Drizzled Steamed Fish Rice,聯發科行善,2025-04-21 09:58:44
593,YST,御食堂,23EFFLNS,YST-23EFFLNS,香滷雞腿飯,Fragrant Braised Chicken Thigh Rice,聯發科行善,2025-04-21 09:58:44
594,JLD,雞老大,67FFXPKB,JLD-67FFXPKB,花雕酒香雞飯,Huadiao Wine Fragrant Chicken Rice,聯發科行善,2025-04-21 09:58:44
595,DBHZ,蛋白盒子,97DKJEHY,DBHZ-97DKJEHY,香煎雞胸餐盒,Pan-fried Chicken Breast Meal Box,聯發科行善,2025-04-21 09:58:44
596,DBHZ,蛋白盒子,79SIXZMA,DBHZ-79SIXZMA,炭火燒肉雞胸餐盒,Charcoal Grilled Chicken Breast Meal Box,聯發科行善,2025-04-21 09:58:44
599,DBHZ,蛋白盒子,11PAPQDB,DBHZ-11PAPQDB,燒肉店漢堡排餐盒,BBQ Restaurant Hamburg Steak Meal Box,聯發科行善,2025-04-21 09:58:44
601,ZZ,抓粥,79QEAVYO,ZZ-79QEAVYO,吻仔魚粥,Whitebait Congee,聯發科行善,2025-04-21 09:58:44
602,CY,初越,00RSIVAN,CY-00RSIVAN,生牛肉河粉,Raw Beef Rice Noodle Soup,聯發科行善,2025-04-21 09:58:44
603,CY,初越,33LBQGHJ,CY-33LBQGHJ,香茅烤豬肉飯,Lemongrass Grilled Pork Rice,聯發科行善,2025-04-21 09:58:44
641,ZJZMX,知己知米小資餐盒,27OWDEHP,ZJZMX-27OWDEHP,江戶壽喜燒菇菇(蛋奶素),Edo Sukiyaki Mushroom (Vegetarian with Egg and Dairy),聯發科行善,2025-04-21 09:58:44
642,XGSL,香港燒臘,70OGOBSB,XGSL-70OGOBSB,招牌飯,Signature Rice,聯發科行善,2025-04-21 09:58:44
643,XGSL,香港燒臘,51NQRJZK,XGSL-51NQRJZK,雞腿飯,Chicken Thigh Rice,聯發科行善,2025-04-21 09:58:44
644,XGSL,香港燒臘,41ZCTDYC,XGSL-41ZCTDYC,三寶飯,Three Treasures Rice,聯發科行善,2025-04-21 09:58:44
645,XGSL,香港燒臘,85XUKDJJ,XGSL-85XUKDJJ,燒肉飯,Roast Pork Rice,聯發科行善,2025-04-21 09:58:44
646,XGSL,香港燒臘,21IXNINA,XGSL-21IXNINA,油雞飯,Soy Sauce Chicken Rice,聯發科行善,2025-04-21 09:58:44
647,HBWJL,漢堡王家樂福店,16QFZMAO,HBWJL-16QFZMAO,小華堡(原味)小薯中可,Whopper Jr. (Original) with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
648,HBWJL,漢堡王家樂福店,49GAQPYF,HBWJL-49GAQPYF,花生培根牛肉堡小薯中可,Peanut Bacon Beef Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
649,HBWJL,漢堡王家樂福店,39ASDZGK,HBWJL-39ASDZGK,雙起士培根牛肉堡小薯中可,Double Cheese Bacon Beef Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
650,HBWJL,漢堡王家樂福店,00KECKZI,HBWJL-00KECKZI,花生培根脆雞堡小薯中可,Peanut Bacon Crispy Chicken Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
651,HBWJL,漢堡王家樂福店,69SKJGRS,HBWJL-69SKJGRS,鱈魚堡小薯中可,Cod Fish Burger with Small Fries and Medium Coke,聯發科行善,2025-04-21 09:58:44
652,LSH,梁社漢,53CIFCZC,LSH-53CIFCZC,蘿蔔湯,Radish Soup,聯發科行善,2025-04-21 09:58:44
659,LJHNJ,林記海南雞便當,40DHMNDY,LJHNJ-40DHMNDY,爆香鹹豬肉飯,Stir-fried Salty Pork Rice,聯發科行善,2025-04-21 09:58:44
661,DBHZ,蛋白盒子,52LFBWHM,DBHZ-52LFBWHM,青蔥海鹽雞胸餐盒-無飯,Green Onion Sea Salt Chicken Breast Meal Box - No Rice,聯發科行善,2025-04-21 09:58:44
663,DBHZ,蛋白盒子,89UMQTSM,DBHZ-89UMQTSM,低脂梅花泡菜豬餐盒,Low-fat Kimchi Pork Shoulder Meal Box,聯發科行善,2025-04-21 09:58:44
665,DBHZ,蛋白盒子,05PGIRUN,DBHZ-05PGIRUN,薄鹽烤鮭魚餐盒,Lightly Salted Grilled Salmon Meal Box,聯發科行善,2025-04-21 09:58:44
667,YST,御食堂,72NFAZRL,YST-72NFAZRL,鯛魚排飯,Sea Bream Fillet Rice,聯發科行善,2025-04-21 09:58:44
668,YST,御食堂,95QVFSZI,YST-95QVFSZI,酥炸雞腿飯,Crispy Fried Chicken Thigh Rice,聯發科行善,2025-04-21 09:58:44
669,YST,御食堂,60XFAZZU,YST-60XFAZZU,日式雞丁飯,Japanese Style Chicken Cube Rice,聯發科行善,2025-04-21 09:58:44
670,LHJCH,李鴻記餐盒,66XSTJXC,LHJCH-66XSTJXC,法式凱薩嫩雞,French Caesar Tender Chicken,聯發科行善,2025-04-21 09:58:44
671,WT,悟饕,88BFEDLE,WT-88BFEDLE,香酥雞腿飯包,Crispy Chicken Thigh Rice Pack,聯發科行善,2025-04-21 09:58:44
672,WT,悟饕,95RPNMPQ,WT-95RPNMPQ,控肉飯包,Braised Pork Rice Pack,聯發科行善,2025-04-21 09:58:44
673,WT,悟饕,74TKWEEM,WT-74TKWEEM,悟饕經典排骨飯包,Wutao Classic Pork Rib Rice Pack,聯發科行善,2025-04-21 09:58:44
674,YPJXX,一品金仙蝦捲飯,25KUMABS,YPJXX-25KUMABS,滷肉菜飯,Braised Pork with Vegetables Rice,聯發科行善,2025-04-21 09:58:44
675,SWT,上味泰,58UVDDEF,SWT-58UVDDEF,排骨炒飯,Pork Rib Fried Rice,聯發科行善,2025-04-21 09:58:44
676,SWT,上味泰,53SLGSXZ,SWT-53SLGSXZ,泰式牛肉炒河粉,Thai Stir-fried Beef Rice Noodles,聯發科行善,2025-04-21 09:58:44
678,WHM,五花馬,38UWYIGP,WHM-38UWYIGP,韭菜水餃10粒,Chive Dumplings 10 pieces,聯發科行善,2025-04-21 09:58:44
679,WHM,五花馬,04BCKECH,WHM-04BCKECH,麻醬麵,Sesame Sauce Noodles,聯發科行善,2025-04-21 09:58:44
680,WHM,五花馬,94WXCYFK,WHM-94WXCYFK,酸辣湯,Hot and Sour Soup,聯發科行善,2025-04-21 09:58:44
714,QJTJR,奇雞土雞肉飯,47GZXCUS,QJTJR-47GZXCUS,養身烏骨雞餐,Nourishing Black-bone Chicken Meal,聯發科行善,2025-04-21 09:58:44
720,SJBD,食吉便當,90XIHIRA,SJBD-90XIHIRA,台式鹽蔥雞胸-無飯,Taiwanese Salt and Green Onion Chicken Breast - No Rice,聯發科行善,2025-04-21 09:58:44
723,XYKRF,鑫野烤肉飯,84BKTTLC,XYKRF-84BKTTLC,醬燒卡啦雞飯,Sauce Grilled Crispy Chicken Rice,聯發科行善,2025-04-21 09:58:44
725,XYKRF,鑫野烤肉飯,92GHUDZM,XYKRF-92GHUDZM,香滷腿排飯,Fragrant Braised Chicken Thigh Rice,聯發科行善,2025-04-21 09:58:44
726,MAKOT,MAKOTO,38WIOINP,MAKOT-38WIOINP,泡菜牛肉便當,Kimchi Beef Bento,聯發科行善,2025-04-21 09:58:44
727,MAKOT,MAKOTO,07YVEYWR,MAKOT-07YVEYWR,溫泉玉子豚丼,Onsen Egg Pork Rice Bowl,聯發科行善,2025-04-21 09:58:44
728,MAKOT,MAKOTO,59ZMWILX,MAKOT-59ZMWILX,鮮蔬雞肉咖哩飯,Fresh Vegetable Chicken Curry Rice,聯發科行善,2025-04-21 09:58:44
729,DWJKC,大王健康餐盒,06FGWJLY,DWJKC-06FGWJLY,蒜泥雞胸,Garlic Chicken Breast,聯發科行善,2025-04-21 09:58:44
730,DWJKC,大王健康餐盒,79CSLHPG,DWJKC-79CSLHPG,泡菜豬五花,Kimchi Pork Belly,聯發科行善,2025-04-21 09:58:44
735,HFKY,伙房烤魚,41NLGIBV,HFKY-41NLGIBV,紅燒牛腩飯,Braised Beef Brisket Rice,聯發科行善,2025-04-21 09:58:44
738,WWTYF,味屋饕一番,04TCNTAC,WWTYF-04TCNTAC,泡菜豬五花肉餐盒,Kimchi Pork Belly Meal Box,聯發科行善,2025-04-21 09:58:44
739,WWTYF,味屋饕一番,20UXKXZC,WWTYF-20UXKXZC,泡菜雞胸燒肉餐盒,Kimchi Chicken Breast and BBQ Pork Meal Box,聯發科行善,2025-04-21 09:58:44
740,WWTYF,味屋饕一番,70RNBURM,WWTYF-70RNBURM,日式南蠻炸雞餐盒,Japanese Nanban Fried Chicken Meal Box,聯發科行善,2025-04-21 09:58:44
749,TLL,泰辣辣,97HGBQGN,TLL-97HGBQGN,泰式椰香雞翅飯,Thai Coconut Fragrant Chicken Wing Rice,聯發科行善,2025-04-21 09:58:44
752,NLXJ,能量小姐,89PYOVPQ,NLXJ-89PYOVPQ,水煮嫩雞胸,Poached Tender Chicken Breast,聯發科行善,2025-04-21 09:58:44
753,NLXJ,能量小姐,64RSQZQX,NLXJ-64RSQZQX,蔬食餐盒(含蔥蒜),Vegetable Meal Box (with Green Onion and Garlic),聯發科行善,2025-04-21 09:58:44
